Date,Zero,One,Two,Three,Four,Five,Six,Seven,Eight,Nine
2013-10-09,10,9,7,8,18,10,10,13,13,9
2013-10-10,11,10,8,12,16,6,11,9,8,16
2013-10-11,10,8,9,16,8,13,9,13,13,8
2013-10-12,11,10,5,14,9,15,7,10,13,13
2013-10-13,11,9,8,14,10,8,8,10,16,13
2013-10-14,9,7,10,7,14,11,7,13,11,18
2013-10-15,11,8,9,8,11,13,17,8,12,10
2013-10-16,9,5,14,9,9,10,12,9,9,21
2013-10-17,8,13,17,12,10,11,9,7,8,12
2013-10-18,9,9,8,9,10,10,13,18,8,13
2013-10-19,7,9,18,15,9,11,6,11,8,13
2013-10-20,8,17,13,6,12,11,10,10,11,9
2013-10-21,9,10,12,10,11,15,9,10,9,12
2013-10-22,7,10,8,10,10,9,15,12,16,10
2013-10-23,14,13,12,12,9,8,6,13,12,8
2013-10-24,7,8,15,6,11,5,11,12,18,14
2013-10-25,10,4,18,11,15,10,6,10,13,10
2013-10-26,11,16,9,12,8,12,15,11,10,3
2013-10-27,17,7,10,9,6,9,15,7,10,17
2013-10-28,13,6,9,11,11,6,12,13,18,8
2013-10-29,8,6,15,9,12,13,12,13,12,7
2013-10-30,11,16,5,13,7,14,10,13,8,10
2013-10-31,6,11,13,12,15,11,13,10,10,6
2013-11-01,14,8,12,8,9,15,11,9,10,11
2013-11-02,12,10,13,11,5,10,7,12,11,16
2013-11-03,5,9,12,14,13,8,9,13,13,11
2013-11-04,10,8,15,12,11,10,8,11,7,15
2013-11-05,9,9,12,15,10,15,9,9,8,11
2013-11-06,9,7,11,11,14,15,8,8,15,9
2013-11-07,15,13,12,13,10,12,6,12,7,7
2013-11-08,7,17,11,11,10,10,8,8,10,15
2013-11-09,12,7,12,8,6,16,13,8,15,10
2013-11-10,14,8,7,15,10,13,14,13,9,4
2013-11-11,12,11,9,8,12,11,13,9,8,14
2013-11-12,8,11,12,10,10,11,15,10,9,11
2013-11-13,9,11,9,11,11,15,12,5,13,11
2013-11-14,7,11,9,14,7,10,15,17,7,10
2013-11-15,14,17,17,10,6,8,5,10,9,11
2013-11-16,9,15,10,11,9,13,7,12,6,15
2013-11-17,14,11,12,10,10,9,11,12,13,5
2013-11-18,9,13,10,13,7,8,7,10,13,17
2013-11-19,7,10,6,11,15,8,18,9,15,8
2013-11-20,13,10,7,12,19,10,10,10,11,5
2013-11-21,5,8,16,11,9,11,11,9,19,8
2013-11-22,15,13,14,12,8,4,11,9,10,11
2013-11-23,7,8,11,11,16,10,10,15,9,10
2013-11-24,9,6,9,8,5,15,12,10,18,15
2013-11-25,6,8,12,8,14,13,9,16,8,13
2013-11-26,12,8,15,7,14,7,9,12,13,10
2013-11-27,4,17,13,13,8,8,4,12,12,16
2013-11-28,11,13,13,12,9,7,11,5,13,13
2013-11-29,10,14,15,11,6,8,10,12,6,15
2013-11-30,10,11,13,14,9,11,11,12,8,8
2013-12-01,11,13,6,9,10,8,19,6,12,13
2013-12-02,7,12,16,7,13,9,12,10,10,11
2013-12-03,11,5,7,14,14,7,13,14,11,11
2013-12-04,17,7,6,11,7,15,10,10,9,15
2013-12-05,5,10,10,17,14,14,10,10,5,12
2013-12-06,11,7,13,11,12,10,12,11,10,10
2013-12-07,9,9,12,10,9,10,15,11,7,15
2013-12-08,13,8,4,11,9,10,11,13,15,13
2013-12-09,14,12,11,7,11,7,7,7,18,13
2013-12-10,11,9,12,6,12,11,8,9,10,19
2013-12-11,13,11,5,12,12,13,11,17,6,7
2013-12-12,9,13,10,7,11,15,11,10,14,7
2013-12-13,8,13,9,14,16,11,7,7,9,13
2013-12-14,10,19,6,13,10,6,11,8,11,13
2013-12-15,7,10,8,11,11,9,11,10,15,15
2013-12-16,7,13,10,9,13,10,7,19,7,12
2013-12-17,9,12,7,7,15,9,11,10,13,14
2013-12-18,8,14,11,11,13,8,12,11,7,12
2013-12-19,11,16,9,7,16,9,8,8,13,10
2013-12-20,5,10,12,13,11,9,14,9,16,8
2013-12-21,7,8,13,12,12,17,8,10,10,10
2013-12-22,14,11,12,8,10,11,11,16,7,7
2013-12-23,12,10,8,10,11,10,12,12,11,11
2013-12-24,10,12,11,6,16,8,11,6,16,11
2013-12-25,4,14,16,10,11,13,10,13,9,7
2013-12-26,8,13,8,12,15,9,10,12,8,12
2013-12-27,16,8,8,7,13,8,14,9,13,11
2013-12-28,14,12,11,4,12,12,10,11,15,6
2013-12-29,7,7,10,14,10,10,11,17,11,10
2013-12-30,13,7,9,7,8,10,17,14,13,9
2013-12-31,10,10,18,14,9,8,8,8,11,11
2014-01-01,9,9,14,15,10,10,7,11,11,11
2014-01-02,15,15,11,10,8,11,8,9,9,11
2014-01-03,10,6,9,8,8,9,15,18,10,14
2014-01-04,13,8,13,14,5,16,14,8,4,12
2014-01-05,8,8,6,11,17,10,10,17,11,9
2014-01-06,15,7,14,5,9,11,14,8,11,13
2014-01-07,4,14,10,9,20,11,6,12,8,13
2014-01-08,8,11,11,12,14,12,4,13,7,15
2014-01-09,10,13,7,9,7,14,13,10,12,12
2014-01-10,3,8,16,12,11,11,7,13,14,12
2014-01-11,6,10,12,13,20,10,10,5,11,10
2014-01-12,11,11,11,14,12,12,13,6,9,8
2014-01-13,11,11,20,12,7,10,6,10,10,10
2014-01-14,7,10,17,8,7,15,10,8,15,10
2014-01-15,7,17,12,4,9,14,7,14,9,14
2014-01-16,14,7,9,10,11,5,14,19,9,9
2014-01-17,9,10,11,9,9,15,9,7,16,12
2014-01-18,11,8,16,12,11,13,13,6,8,9
2014-01-19,14,12,9,13,11,5,11,13,11,8
2014-01-20,9,12,12,12,8,9,10,17,10,8
2014-01-21,13,15,10,10,9,5,6,13,14,12
2014-01-22,6,18,9,11,8,9,13,14,9,10
2014-01-23,14,8,15,11,12,8,10,6,10,13
2014-01-24,8,11,11,8,14,13,18,10,3,11
2014-01-25,10,12,10,15,10,9,9,8,12,12
2014-01-26,8,13,12,8,9,12,11,15,13,6
2014-01-27,11,11,12,11,11,12,10,15,9,5
2014-01-28,13,8,17,9,12,14,6,7,12,9
2014-01-29,6,8,12,12,9,13,11,15,12,9
2014-01-30,0,0,0,0,0,0,0,0,0,0
2014-01-31,0,0,0,0,0,0,0,0,0,0
2014-02-01,0,0,0,0,0,0,0,0,0,0
2014-02-02,0,0,0,0,0,0,0,0,0,0
2014-02-03,8,12,12,9,8,12,15,8,12,11
2014-02-04,8,11,11,9,10,13,16,8,9,12
2014-02-05,14,11,14,9,11,9,5,8,10,16
2014-02-06,4,12,7,17,7,6,13,15,9,17
2014-02-07,11,12,9,9,15,9,13,11,9,9
2014-02-08,13,11,15,9,12,12,12,11,2,10
2014-02-09,16,8,11,13,13,12,7,8,11,8
2014-02-10,8,6,17,12,11,10,16,8,9,10
2014-02-11,15,14,15,12,13,8,6,11,4,9
2014-02-12,10,6,16,12,13,8,10,15,9,8
2014-02-13,10,7,17,10,17,7,12,7,12,8
2014-02-14,10,13,12,7,9,12,12,9,13,10
2014-02-15,12,9,11,9,7,15,15,8,10,11
2014-02-16,7,10,10,10,10,11,11,16,12,10
2014-02-17,10,14,12,14,13,6,11,9,10,8
2014-02-18,6,8,10,9,15,15,11,16,10,7
2014-02-19,11,9,9,11,15,12,12,9,9,10
2014-02-20,11,14,9,8,8,7,18,11,11,10
2014-02-21,6,9,14,14,8,11,9,15,14,7
2014-02-22,8,11,10,10,6,9,16,16,10,11
2014-02-23,10,10,8,13,19,13,8,5,16,5
2014-02-24,11,3,14,12,17,3,13,16,9,9
2014-02-25,14,12,11,8,13,12,10,13,5,9
2014-02-26,11,13,9,14,14,13,12,5,9,7
2014-02-27,9,7,11,11,12,12,12,14,5,14
2014-02-28,9,8,10,8,11,9,12,14,13,13
2014-03-01,12,12,18,11,7,12,9,5,9,12
2014-03-02,12,15,8,12,10,6,8,17,8,11
2014-03-03,12,16,7,14,4,7,6,14,15,12
2014-03-04,11,12,7,8,15,10,14,9,7,14
2014-03-05,11,20,14,9,15,7,9,9,9,4
2014-03-06,10,8,16,9,12,16,10,5,11,10
2014-03-07,11,7,11,10,8,12,12,9,12,15
2014-03-08,13,14,6,14,18,8,6,10,9,9
2014-03-09,10,14,11,7,10,15,8,13,11,8
2014-03-10,10,11,6,13,13,14,15,9,6,10
2014-03-11,15,13,9,13,11,9,7,9,9,12
2014-03-12,13,9,10,12,11,12,6,11,11,12
2014-03-13,14,11,8,7,8,13,10,12,9,15
2014-03-14,13,8,10,9,6,10,9,13,21,8
2014-03-15,13,5,12,8,15,14,11,13,10,6
2014-03-16,9,13,8,12,10,12,7,17,15,4
2014-03-17,10,17,15,10,10,7,8,13,12,5
2014-03-18,13,15,14,10,5,9,7,5,11,18
2014-03-19,14,8,9,15,9,7,10,12,11,12
2014-03-20,9,19,12,7,12,9,9,12,12,6
2014-03-21,12,11,8,14,12,17,12,9,7,5
2014-03-22,11,7,8,15,15,13,10,9,9,10
2014-03-23,9,10,10,11,7,15,9,11,7,18
2014-03-24,4,12,8,9,10,9,12,14,12,17
2014-03-25,12,10,11,12,11,12,14,9,11,5
2014-03-26,11,8,8,7,18,9,11,12,14,9
2014-03-27,10,12,7,14,9,11,11,10,9,14
2014-03-28,10,11,8,5,9,15,8,13,15,13
2014-03-29,13,12,9,11,10,7,9,14,15,7
2014-03-30,6,13,10,5,11,16,10,10,12,14
2014-03-31,11,12,14,6,13,12,6,14,6,13
2014-04-01,8,10,7,13,14,12,7,12,14,10
2014-04-02,11,6,11,9,10,9,10,10,15,16
2014-04-03,14,13,7,10,6,9,13,13,12,10
2014-04-04,10,12,8,9,12,9,9,6,17,15
2014-04-05,14,10,11,13,9,7,15,8,8,12
2014-04-06,8,6,11,11,10,8,14,12,9,18
2014-04-07,10,10,11,9,13,5,8,15,17,9
2014-04-08,10,9,16,11,14,12,12,6,10,7
2014-04-09,7,10,11,18,11,13,11,7,9,10
2014-04-10,10,9,11,11,17,11,6,9,6,17
2014-04-11,11,13,9,13,10,10,6,14,8,13
2014-04-12,10,9,10,15,8,12,10,9,13,11
2014-04-13,8,8,16,13,8,12,8,15,9,10
2014-04-14,7,8,13,13,11,8,15,7,12,13
2014-04-15,10,10,14,8,14,13,12,9,11,6
2014-04-16,12,9,10,5,13,15,9,10,10,14
2014-04-17,11,13,6,12,9,14,10,5,13,14
2014-04-18,7,7,11,8,8,12,12,14,16,12
2014-04-19,15,13,11,15,5,6,11,11,8,12
2014-04-20,10,6,8,8,11,15,11,5,19,14
2014-04-21,7,11,8,11,13,5,10,12,16,14
2014-04-22,12,12,9,10,11,16,15,5,10,7
2014-04-23,11,7,15,8,15,12,10,10,11,8
2014-04-24,9,9,9,14,14,5,13,13,7,14
2014-04-25,8,7,7,14,13,15,6,10,14,13
2014-04-26,12,16,11,8,9,11,7,12,9,12
2014-04-27,16,6,13,10,12,12,7,9,10,12
2014-04-28,10,9,9,11,15,12,12,12,12,5
2014-04-29,5,7,9,13,11,11,19,12,7,13
2014-04-30,9,11,15,9,13,8,11,11,11,9
2014-05-01,6,6,12,12,12,7,12,10,13,17
2014-05-02,8,12,17,12,6,11,11,4,11,15
2014-05-03,14,15,13,7,7,4,16,11,9,11
2014-05-04,7,18,13,17,6,8,8,6,10,14
2014-05-05,10,8,7,9,17,10,15,8,7,16
2014-05-06,11,11,6,7,19,7,6,15,7,18
2014-05-07,15,7,14,6,12,10,14,10,10,9
2014-05-08,6,10,13,6,11,13,10,7,21,10
2014-05-09,12,13,10,5,13,12,8,12,9,13
2014-05-10,6,7,14,9,17,14,9,13,7,11
2014-05-11,6,14,9,13,16,9,7,9,11,13
2014-05-12,9,8,13,8,14,16,8,15,11,5
2014-05-13,10,14,6,15,9,8,13,13,12,7
2014-05-14,15,17,7,5,6,12,10,4,19,12
2014-05-15,9,10,12,11,15,10,7,10,12,11
2014-05-16,18,9,5,15,7,14,10,13,8,8
2014-05-17,11,10,10,9,16,5,15,11,11,9
2014-05-18,12,9,11,4,8,17,12,13,9,12
2014-05-19,14,16,14,11,12,9,7,8,8,8
2014-05-20,17,17,11,4,10,15,7,8,10,8
2014-05-21,9,13,6,6,11,6,11,13,12,20
2014-05-22,12,6,12,11,12,10,11,11,7,15
2014-05-23,12,12,12,15,9,12,14,5,8,8
2014-05-24,14,4,18,10,10,9,16,7,7,12
2014-05-25,6,12,6,9,20,13,12,8,11,10
2014-05-26,9,10,12,14,14,8,8,9,10,13
2014-05-27,13,11,10,8,13,17,8,9,8,10
2014-05-28,8,11,7,18,10,13,5,12,10,13
2014-05-29,10,11,14,11,11,8,8,8,12,14
2014-05-30,14,10,15,8,15,9,7,8,11,10
2014-05-31,13,9,14,7,9,8,4,14,12,17
2014-06-01,10,13,8,15,8,10,6,12,17,8
2014-06-02,13,11,9,11,6,11,11,13,9,13
2014-06-03,7,10,11,8,14,8,16,13,10,10
2014-06-04,13,10,9,15,7,6,16,13,8,10
2014-06-05,9,12,7,8,14,10,9,18,11,9
2014-06-06,12,15,8,5,8,10,11,12,13,13
2014-06-07,9,11,9,10,14,9,11,11,15,8
2014-06-08,7,17,13,12,5,10,15,12,10,6
2014-06-09,9,15,13,10,5,12,12,12,10,9
2014-06-10,8,12,5,4,12,16,14,14,12,10
2014-06-11,12,12,10,11,13,12,11,9,8,9
2014-06-12,9,6,21,13,10,12,11,12,4,9
2014-06-13,5,11,10,8,17,9,11,7,16,13
2014-06-14,7,6,13,10,11,6,14,15,10,15
2014-06-15,10,14,13,13,14,6,8,6,12,11
2014-06-16,18,12,13,5,7,5,10,18,11,8
2014-06-17,18,6,12,10,10,5,11,12,15,8
2014-06-18,10,5,14,11,13,8,11,18,10,7
2014-06-19,15,5,11,12,11,16,10,7,8,12
2014-06-20,15,7,13,16,10,12,8,10,5,11
2014-06-21,8,10,11,6,15,9,16,10,11,11
2014-06-22,9,10,12,10,9,7,14,10,13,13
2014-06-23,12,15,14,13,10,9,10,7,7,10
2014-06-24,13,11,15,11,10,8,6,11,12,10
2014-06-25,13,9,12,11,5,20,11,7,10,9
2014-06-26,12,12,13,9,15,15,10,11,2,8
2014-06-27,8,5,9,14,14,9,16,8,9,15
2014-06-28,6,16,13,5,12,7,12,13,12,11
2014-06-29,5,14,12,12,10,7,16,15,7,9
2014-06-30,5,13,16,11,16,8,11,12,10,5
2014-07-01,7,14,12,15,11,12,6,9,12,9
2014-07-02,12,21,5,8,9,11,9,7,13,12
2014-07-03,12,11,14,11,14,5,12,11,7,10
2014-07-04,12,10,12,10,14,8,8,10,15,8
2014-07-05,9,9,13,11,12,11,8,10,14,10
2014-07-06,9,10,7,9,7,9,15,13,12,16
2014-07-07,24,10,9,6,12,12,11,6,5,12
2014-07-08,7,10,4,14,13,15,10,15,9,10
2014-07-09,6,12,10,12,15,7,13,10,7,15
2014-07-10,14,14,13,5,6,12,12,12,4,15
2014-07-11,13,9,10,7,11,12,13,13,9,10
2014-07-12,16,12,9,6,14,8,11,9,9,13
2014-07-13,11,8,12,15,13,12,10,7,11,8
2014-07-14,12,13,11,12,8,10,13,11,11,6
2014-07-15,13,11,10,10,12,11,12,7,9,12
2014-07-16,15,13,6,13,5,14,11,13,10,7
2014-07-17,11,16,5,12,6,7,14,11,14,11
2014-07-18,15,6,9,12,7,9,15,10,16,8
2014-07-19,12,11,8,14,5,11,12,11,15,8
2014-07-20,7,19,6,8,17,6,9,10,10,15
2014-07-21,7,9,14,12,12,10,16,16,6,5
2014-07-22,10,15,8,12,8,13,9,10,10,12
2014-07-23,13,12,6,11,10,14,12,13,10,6
2014-07-24,10,12,12,8,11,6,11,15,11,11
2014-07-25,13,12,8,8,8,14,13,14,5,12
2014-07-26,12,9,15,12,10,7,4,11,13,14
2014-07-27,7,8,14,12,11,9,5,10,12,19
2014-07-28,15,10,13,12,10,6,10,9,11,11
2014-07-29,12,10,14,15,6,8,12,8,15,7
2014-07-30,17,14,16,9,9,7,11,10,6,8
2014-07-31,9,14,10,13,8,6,7,12,18,10
2014-08-01,9,15,11,11,7,8,15,10,12,9
2014-08-02,11,15,16,12,17,6,4,8,9,9
2014-08-03,12,14,11,7,16,9,9,9,8,12
2014-08-04,13,6,11,9,10,10,16,11,10,11
2014-08-05,16,8,17,10,11,7,8,6,12,12
2014-08-06,12,4,12,12,12,10,14,12,11,8
2014-08-07,15,7,12,14,13,12,9,7,10,8
2014-08-08,13,12,8,8,13,15,8,12,6,12
2014-08-09,13,13,9,10,11,10,8,8,16,9
2014-08-10,10,16,12,10,10,12,7,13,11,6
2014-08-11,15,12,8,10,12,15,7,11,11,6
2014-08-12,14,9,13,12,8,6,11,11,8,15
2014-08-13,11,6,11,10,10,11,9,12,16,11
2014-08-14,15,9,8,11,17,8,12,8,8,11
2014-08-15,8,11,10,10,11,15,11,7,10,14
2014-08-16,9,12,10,13,7,9,11,10,13,13
2014-08-17,12,10,11,6,13,11,13,11,9,11
2014-08-18,17,9,6,9,13,5,5,9,18,16
2014-08-19,8,10,11,9,17,14,9,10,7,12
2014-08-20,9,10,11,6,15,11,14,12,8,11
2014-08-21,5,13,7,12,17,9,5,13,9,17
2014-08-22,10,11,12,13,9,7,10,9,13,13
2014-08-23,12,9,15,14,13,11,11,6,7,9
2014-08-24,17,7,11,9,11,7,11,12,14,8
2014-08-25,13,9,11,12,14,8,6,12,11,11
2014-08-26,12,9,14,8,8,14,15,10,12,5
2014-08-27,13,11,9,9,12,13,14,11,7,8
2014-08-28,13,19,10,6,9,11,11,8,9,11
2014-08-29,13,15,9,9,11,7,10,14,12,7
2014-08-30,8,8,11,7,18,13,8,11,11,12
2014-08-31,12,13,5,12,9,14,14,9,8,11
2014-09-01,10,11,8,10,9,14,13,10,9,13
2014-09-02,13,11,12,10,6,17,11,7,10,10
2014-09-03,9,16,9,10,17,8,9,2,7,20
2014-09-04,11,11,11,7,14,11,10,10,9,13
2014-09-05,12,10,8,10,10,7,18,11,9,12
2014-09-06,5,13,10,5,13,10,14,14,12,11
2014-09-07,12,7,7,9,10,14,11,13,11,13
2014-09-08,5,15,14,14,6,9,15,10,12,7
2014-09-09,17,9,12,12,12,10,7,12,6,10
2014-09-10,16,10,12,8,8,9,12,13,8,11
2014-09-11,10,8,10,11,10,14,11,16,8,9
2014-09-12,13,9,13,11,6,8,8,11,9,19
2014-09-13,9,9,14,8,17,9,12,8,12,9
2014-09-14,15,10,6,12,12,9,12,9,9,13
2014-09-15,11,8,11,12,17,10,13,11,6,8
2014-09-16,6,13,13,6,14,12,13,13,4,13
2014-09-17,13,12,9,9,11,6,11,13,12,11
2014-09-18,12,10,7,15,12,7,11,12,10,11
2014-09-19,19,9,7,8,12,8,17,11,9,7
2014-09-20,9,5,16,12,14,11,9,14,6,11
2014-09-21,6,14,13,9,8,17,11,10,14,5
2014-09-22,8,9,12,14,7,9,16,8,10,14
2014-09-23,12,7,12,10,10,7,15,13,11,10
2014-09-24,12,11,10,13,5,11,10,11,13,11
2014-09-25,12,14,7,8,10,9,8,11,16,12
2014-09-26,13,11,13,12,8,7,8,10,13,12
2014-09-27,12,9,9,13,10,10,8,13,8,15
2014-09-28,12,20,13,6,8,13,8,5,13,9
2014-09-29,8,10,12,18,6,8,14,11,10,10
2014-09-30,11,7,12,12,8,13,10,11,13,10
2014-10-01,11,12,11,7,15,10,13,12,4,12
2014-10-02,8,13,13,11,12,9,7,8,11,15
2014-10-03,10,7,12,11,13,13,10,9,10,12
2014-10-04,6,13,18,13,7,10,9,12,6,13
2014-10-05,9,16,12,13,11,14,8,3,8,13
2014-10-06,11,11,8,13,11,11,10,10,11,11
2014-10-07,9,8,6,15,10,14,9,12,11,13
2014-10-08,7,21,9,8,11,8,9,14,8,12
2014-10-09,10,13,13,7,9,13,11,13,10,8
2014-10-10,10,11,11,14,17,10,9,12,7,6
2014-10-11,17,14,10,6,8,17,12,8,7,8
2014-10-12,11,12,17,12,13,10,5,9,9,9
2014-10-13,12,10,11,13,8,9,9,10,14,11
2014-10-14,7,17,12,18,4,9,13,8,9,10
2014-10-15,7,13,12,14,12,12,12,5,10,10
2014-10-16,12,10,11,12,12,13,9,9,10,9
2014-10-17,8,14,14,8,6,10,13,9,13,12
2014-10-18,13,10,9,5,14,12,14,8,12,10
2014-10-19,9,13,10,13,9,11,7,10,10,15
2014-10-20,6,10,18,13,7,7,6,17,13,10
2014-10-21,13,13,12,8,8,10,14,10,10,9
2014-10-22,7,6,14,14,9,11,15,5,14,12
2014-10-23,15,8,19,11,14,11,10,7,4,8
2014-10-24,13,13,8,13,7,9,7,14,10,13
2014-10-25,5,13,14,8,8,11,17,11,12,8
2014-10-26,13,12,13,11,10,12,12,12,5,7
2014-10-27,16,5,12,9,14,8,12,11,11,9
2014-10-28,9,10,6,10,13,14,13,11,11,10
2014-10-29,11,10,11,14,9,4,14,12,13,9
2014-10-30,9,14,4,15,8,9,9,15,13,11
2014-10-31,9,12,9,10,12,18,13,8,12,4
2014-11-01,13,9,10,19,9,13,10,11,8,5
2014-11-02,13,8,12,13,17,11,15,6,10,2
2014-11-03,14,14,12,8,13,10,6,10,8,12
2014-11-04,10,10,10,13,10,11,6,9,14,14
2014-11-05,7,10,11,11,12,12,9,10,16,9
2014-11-06,13,10,11,10,8,14,10,15,7,9
2014-11-07,9,9,8,11,9,15,9,7,17,13
2014-11-08,11,6,11,13,10,15,9,11,11,10
2014-11-09,9,9,13,7,10,16,6,16,13,8
2014-11-10,14,12,9,4,10,8,12,21,12,5
2014-11-11,10,8,11,9,15,10,13,9,12,10
2014-11-12,12,12,13,7,9,15,9,7,12,11
2014-11-13,5,14,9,14,13,14,9,13,6,10
2014-11-14,10,10,11,11,16,12,9,11,10,7
2014-11-15,10,11,15,8,10,15,4,10,16,8
2014-11-16,8,11,18,15,9,8,10,11,10,7
2014-11-17,14,8,11,7,6,12,14,13,13,9
2014-11-18,8,14,11,8,14,14,5,10,15,8
2014-11-19,14,12,5,9,9,13,9,12,15,9
2014-11-20,17,12,7,12,14,7,10,8,15,5
2014-11-21,12,4,13,11,16,7,5,13,13,13
2014-11-22,7,10,13,20,15,10,7,10,9,6
2014-11-23,11,11,5,9,10,16,9,13,13,10
2014-11-24,9,12,9,12,11,13,10,11,11,9
2014-11-25,8,10,9,11,8,10,11,13,12,15
2014-11-26,14,4,12,15,5,8,9,13,13,14
2014-11-27,7,7,16,15,10,15,8,9,10,10
2014-11-28,8,5,9,12,16,11,10,11,15,10
2014-11-29,16,14,10,7,13,12,5,10,6,14
2014-11-30,7,13,14,10,10,13,11,12,13,4
2014-12-01,15,13,16,10,4,10,10,12,9,8
2014-12-02,9,6,6,16,10,7,15,11,11,16
2014-12-03,10,16,11,6,10,12,12,10,10,10
2014-12-04,9,13,8,10,11,10,9,8,14,15
2014-12-05,14,4,11,12,13,9,8,12,14,10
2014-12-06,14,10,13,13,12,10,7,8,13,7
2014-12-07,5,10,15,6,16,13,11,16,8,7
2014-12-08,9,11,13,8,6,18,8,14,10,10
2014-12-09,12,6,12,13,12,15,7,10,11,9
2014-12-10,12,6,13,7,13,7,10,9,14,16
2014-12-11,13,15,8,11,9,14,9,12,9,7
2014-12-12,12,14,13,8,10,13,10,8,8,11
2014-12-13,15,11,10,6,11,14,11,9,7,13
2014-12-14,9,13,9,9,16,10,13,9,8,11
2014-12-15,8,14,12,11,14,9,8,16,9,6
2014-12-16,13,13,8,14,6,16,5,8,13,11
2014-12-17,6,16,14,10,13,12,6,10,9,11
2014-12-18,13,13,6,12,8,13,8,14,10,10
2014-12-19,13,13,10,7,9,8,9,14,10,14
2014-12-20,17,11,11,13,10,9,7,8,6,15
2014-12-21,5,5,14,7,10,6,21,11,17,11
2014-12-22,13,9,14,8,11,17,8,7,12,8
2014-12-23,9,13,7,9,8,17,12,15,9,8
2014-12-24,12,9,15,9,10,8,11,12,9,12
2014-12-25,8,7,11,16,11,8,10,11,13,12
2014-12-26,25,8,16,8,8,6,14,8,5,9
2014-12-27,12,12,8,10,11,14,10,8,14,8
2014-12-28,10,8,18,9,14,8,12,9,10,9
2014-12-29,9,10,8,19,12,6,7,8,20,8
2014-12-30,9,12,13,10,8,15,6,12,14,8
2014-12-31,6,8,8,11,14,14,12,10,12,12
2015-01-01,10,9,11,9,13,7,15,7,10,16
2015-01-02,7,6,13,14,11,16,8,10,8,14
2015-01-03,11,11,3,12,13,12,9,11,10,15
2015-01-04,10,14,13,7,12,6,16,12,10,7
2015-01-05,16,6,13,6,11,9,12,12,11,11
2015-01-06,11,9,9,15,11,13,6,8,15,10
2015-01-07,11,13,8,4,13,7,13,11,15,12
2015-01-08,11,8,11,11,9,5,13,13,15,11
2015-01-09,9,15,10,14,13,11,9,9,10,7
2015-01-10,5,13,8,14,7,11,9,14,14,12
2015-01-11,11,10,16,9,12,9,10,9,13,8
2015-01-12,22,13,11,14,10,6,6,6,9,10
2015-01-13,9,13,11,14,10,11,11,7,8,13
2015-01-14,5,11,10,10,5,14,13,12,8,19
2015-01-15,11,8,11,5,7,13,8,9,22,13
2015-01-16,16,8,8,9,11,7,10,11,12,15
2015-01-17,12,11,10,15,8,7,6,14,9,15
2015-01-18,8,6,8,12,5,11,16,13,16,12
2015-01-19,7,12,13,14,10,5,16,14,8,8
2015-01-20,6,15,7,11,14,21,8,8,5,12
2015-01-21,18,17,4,10,15,8,3,15,11,6
2015-01-22,7,14,9,5,13,11,13,15,7,13
2015-01-23,8,7,14,14,12,14,8,7,14,9
2015-01-24,14,8,11,9,15,12,6,6,14,12
2015-01-25,10,7,11,11,11,9,9,13,15,11
2015-01-26,13,10,14,14,6,10,11,10,7,12
2015-01-27,7,13,15,10,9,12,8,12,9,12
2015-01-28,9,8,10,8,16,10,10,13,13,10
2015-01-29,9,15,12,10,13,18,8,8,7,7
2015-01-30,16,6,7,15,14,10,9,5,15,10
2015-01-31,15,14,8,9,12,15,7,9,9,9
2015-02-01,9,14,15,9,10,9,9,10,11,11
2015-02-02,10,11,10,8,10,13,13,8,10,14
2015-02-03,9,12,19,9,9,9,10,9,13,8
2015-02-04,16,7,13,9,12,10,8,11,12,9
2015-02-05,10,9,12,4,17,10,13,5,13,14
2015-02-06,4,17,12,12,6,18,9,10,10,9
2015-02-07,10,7,6,13,16,13,13,10,7,12
2015-02-08,11,10,10,12,4,13,9,16,5,17
2015-02-09,13,11,8,12,18,10,8,10,8,9
2015-02-10,9,12,10,11,13,10,6,17,10,9
2015-02-11,11,9,10,4,15,8,10,12,17,11
2015-02-12,11,9,7,13,11,12,15,7,12,10
2015-02-13,5,13,9,14,15,8,12,13,9,9
2015-02-14,9,12,17,10,13,11,8,8,16,3
2015-02-15,5,16,12,12,8,13,10,11,11,9
2015-02-16,13,11,9,17,14,6,9,8,10,10
2015-02-17,12,13,10,15,10,8,9,12,8,10
2015-02-18,0,0,0,0,0,0,0,0,0,0
2015-02-19,0,0,0,0,0,0,0,0,0,0
2015-02-20,0,0,0,0,0,0,0,0,0,0
2015-02-21,0,0,0,0,0,0,0,0,0,0
2015-02-22,14,14,9,11,9,8,9,14,7,12
2015-02-23,6,13,14,12,11,16,12,5,12,6
2015-02-24,5,13,14,8,14,7,9,11,12,14
2015-02-25,6,12,17,9,9,10,10,15,11,8
2015-02-26,5,12,13,9,8,15,11,10,8,16
2015-02-27,14,10,12,5,9,16,6,8,15,12
2015-02-28,10,5,10,11,10,12,14,16,8,11
2015-03-01,11,8,8,13,12,10,16,13,8,8
2015-03-02,8,10,17,8,13,8,11,7,11,14
2015-03-03,9,8,12,10,18,13,3,10,12,12
2015-03-04,10,13,13,9,14,8,13,12,8,7
2015-03-05,9,6,16,13,14,8,15,11,10,5
2015-03-06,10,9,12,6,15,12,10,11,17,5
2015-03-07,6,12,11,17,10,11,9,10,11,10
2015-03-08,8,7,13,13,7,10,15,8,14,12
2015-03-09,16,12,8,14,9,8,14,6,10,10
